4|6|21|58|73
34|35|36|50|55
12|38|47|77|78
15|30|37|49|62
53|62|64|73|76
35|43|47|56|57
10|27|47|65|74
23|32|56|76|77
31|39|45|69|78
12|37|39|47|55
5|6|47|55|66
5|14|18|43|76
3|4|5|34|75
1|8|23|41|59
13|32|34|54|78
18|27|51|69|73
17|39|53|57|73
14|40|42|51|63
6|20|24|47|70
17|43|49|63|71
11|24|28|41|71
29|46|48|49|66
26|33|51|55|69
2|21|22|37|79
10|17|50|59|75
24|33|35|38|42
5|20|52|58|64
19|40|50|70|74
25|27|30|32|65
15|30|50|58|79
2|28|29|56|60
5|7|32|58|69
5|10|23|76|77
3|13|44|53|70
4|15|41|66|71
3|39|44|76|77
11|19|27|44|78
10|14|31|46|74
3|21|35|55|70
4|8|16|43|80
32|61|65|70|80
11|21|31|43|62
2|42|59|62|67
1|32|56|70|77
8|29|51|61|79
7|13|38|56|70
7|29|38|57|76
17|26|28|50|72
8|16|18|22|34
6|24|38|54|72
12|17|65|77|79
3|32|55|79|80
10|34|40|47|52
9|34|38|48|51
16|27|33|45|75
15|21|23|40|43
35|57|60|66|73
29|44|52|70|76
10|50|57|67|70
6|10|19|23|33
1|10|12|15|72
4|9|52|66|80
11|34|40|43|52
3|13|35|57|77
6|8|34|53|61
21|22|34|49|77
4|40|51|59|62
11|20|50|58|74
5|31|47|72|78
2|10|26|41|47
43|52|53|72|80
11|19|38|40|58
2|8|36|46|65
17|36|37|64|66
48|56|57|58|64
1|12|43|58|80
10|15|37|46|60
27|50|57|70|72
17|31|54|73|80
6|34|37|45|75
7|16|40|60|67
2|11|17|29|67
5|43|55|62|76
32|48|59|65|71
11|15|16|24|44
42|53|61|73|80
20|37|39|61|72
11|15|32|39|51
25|45|59|68|75
19|42|67|72|77
34|36|52|56|63
1|15|22|23|47
2|4|11|28|35
32|43|64|65|71
1|16|30|73|80
9|39|44|65|67
30|33|61|66|67
6|27|47|68|78
6|18|28|49|53
13|18|29|51|52
5|17|50|72|75
2|38|45|47|72
15|32|36|38|53
8|40|57|62|73
9|47|62|64|76
17|40|55|59|68
30|36|43|63|72
14|27|30|31|68
3|25|33|35|76
16|25|66|69|78
5|49|51|65|76
2|11|20|27|51
2|5|46|48|65
4|30|40|54|57
17|26|37|66|79
2|8|23|69|75
21|23|29|49|77
8|26|31|41|78
17|35|55|69|75
5|7|59|60|73
23|29|49|76|79
6|27|61|70|72
13|39|40|50|66
6|20|24|42|57
45|47|49|74|80
1|7|15|22|71
21|30|31|43|54
2|5|32|49|60
5|18|19|31|45
42|61|64|67|79
14|29|44|45|47
1|20|56|71|79
31|50|59|70|74
4|7|16|19|62
12|16|30|55|68
6|13|15|22|32
36|52|58|67|76
15|16|28|55|67
17|21|28|34|63
2|8|27|33|55
11|38|39|58|68
4|33|50|54|80
4|8|23|60|71
26|48|56|63|69
6|9|29|46|48
9|38|69|71|73
3|23|34|45|53
8|27|28|60|71
27|30|48|57|67
2|27|54|56|63
16|41|63|68|78
2|16|21|65|79
1|14|15|22|36
14|15|27|29|67
43|50|65|66|68
20|30|42|64|74
16|20|29|33|47
4|14|24|37|78
6|8|14|20|58
57|62|65|73|80
2|12|67|75|78
21|44|50|66|80
7|16|32|68|78
2|3|15|45|75
19|23|72|79|80
17|45|52|73|77
28|45|56|63|68
5|29|55|62|68
4|20|35|50|52
7|22|24|39|58
17|29|44|71|75
8|9|33|39|45
20|24|39|45|77
5|13|19|34|50
33|41|43|75|79
17|18|26|46|59
3|15|16|19|72
6|32|54|71|78
8|31|37|45|71
12|50|59|73|80
33|40|56|70|74
4|32|46|54|66
23|39|44|52|69
8|32|42|64|73
17|39|44|49|57
23|31|33|34|40
4|20|21|55|56
7|30|36|50|66
30|37|38|52|55
18|34|65|66|80
26|28|31|33|62
19|23|26|53|56
21|39|41|49|54
1|19|26|60|61
18|32|55|64|73
10|18|55|58|80
6|11|25|35|74
18|21|47|48|62
5|19|34|70|72
8|9|11|43|73
22|27|49|52|63
15|38|40|57|62
9|12|16|43|67
36|42|52|62|74
9|15|35|40|78
5|26|29|44|59
10|14|52|74|75
19|20|33|58|77
6|49|53|66|67
18|20|31|34|37
11|32|47|67|76
1|26|42|45|72
25|31|63|67|70
2|8|9|26|78
6|11|19|53|72
28|35|63|64|67
10|36|44|52|72
8|9|29|66|79
33|50|59|60|78
23|40|45|59|74
17|19|35|53|76
6|18|32|48|69
26|28|31|43|76
13|18|39|60|68
10|14|15|29|31
7|31|59|60|79
11|16|23|56|61
5|47|61|77|80
16|22|67|72|73
5|13|15|37|39
34|49|52|77|79
5|21|24|30|69
2|6|29|66|80
9|16|17|28|75
3|16|25|29|39
6|8|36|67|72
13|39|40|45|55
9|26|39|54|56
18|22|49|63|65
27|41|44|70|72
22|26|58|60|61
53|55|60|69|70
17|32|62|67|79
28|56|58|61|76
2|6|32|63|66
2|8|10|58|64
4|33|44|49|57
10|36|39|54|79
9|35|44|57|75
3|13|26|55|79
2|11|13|22|29
11|18|20|29|53
9|13|16|37|58
10|13|20|32|50
17|44|66|70|80
15|29|43|55|63
1|4|17|24|42
17|40|52|54|80
9|24|35|63|79
2|3|15|39|63
9|17|26|42|46
29|33|58|60|75
21|33|53|64|80
2|12|14|17|70
4|9|53|61|63
1|16|49|68|74
29|32|34|39|63
19|38|44|46|70
19|29|42|52|63
9|12|42|59|72
42|44|56|59|64
3|15|30|53|61
1|20|49|57|77
6|14|38|55|69
6|32|54|55|75
13|14|23|43|56
1|8|25|45|57
8|13|37|55|76
3|35|37|57|80
4|21|43|52|58
29|42|53|75|77
1|40|54|78|80
31|40|61|68|72
4|15|18|51|55
13|19|55|57|63
17|40|50|59|73
19|31|57|67|71
13|17|44|49|54
4|5|60|75|79
14|26|36|38|50
21|39|58|61|69
32|53|54|59|63
19|22|28|31|33
3|7|33|34|58
16|18|40|62|75
1|12|13|23|71
23|37|50|69|77
10|33|38|46|63
11|51|68|69|74
12|26|28|53|55
12|24|34|44|78
1|18|32|47|64
1|38|49|62|73
19|28|30|43|45
2|6|7|31|79
42|43|72|75|78
9|35|45|71|73
15|30|46|58|79
1|21|28|54|68
13|30|47|50|78
8|35|41|45|54
11|28|72|73|74
20|35|45|65|69
18|25|35|41|60
11|13|15|37|75
6|46|71|73|78
2|17|30|41|64
15|21|45|47|63
26|35|51|70|78
2|5|46|47|51
16|23|50|59|65
9|50|51|58|74
23|39|44|54|57
44|50|52|60|70
17|34|53|63|77
6|16|18|41|44
11|34|35|58|73
26|43|54|57|65
31|34|51|55|78
4|21|31|62|72
2|16|19|22|36
7|52|55|64|73
2|9|43|64|80
39|41|62|65|72
26|44|56|64|65
8|15|22|35|45
15|42|54|61|69
9|13|29|38|78
11|24|28|31|37
34|35|45|68|71
18|26|48|53|75
5|13|29|50|58
41|48|63|67|71
16|23|29|44|50
13|15|44|69|78
14|34|44|45|51
14|34|39|55|56
8|32|36|76|80
1|10|38|56|63
5|19|30|31|65
11|19|31|44|68
8|19|24|30|47
1|14|27|55|62
2|16|29|66|68
37|38|52|65|75
9|34|41|71|73
5|7|8|47|77
5|39|57|59|79
26|30|52|69|76
10|13|14|43|51
37|54|65|70|80
23|41|48|76|80
25|36|42|45|52
16|33|41|61|75
17|30|47|52|54
6|7|26|27|37
5|19|21|26|40
3|20|25|63|71
36|48|51|54|65
10|26|58|71|78
5|13|49|58|75
19|33|37|38|49
15|21|33|38|73
1|19|53|56|57
9|46|50|67|79
2|3|12|13|18
6|14|18|35|61
2|12|27|46|59
17|50|59|66|77
33|40|56|66|74
1|4|12|25|61
10|33|36|72|76
5|19|60|70|72
1|40|47|50|62
21|41|52|58|71
4|21|47|59|79
39|46|50|64|72
16|25|27|56|80
15|26|55|71|79
5|44|53|67|77
1|60|61|66|73
13|18|19|51|70
22|25|41|56|58
2|18|51|64|65
6|21|26|31|48
10|23|48|66|69
18|19|32|34|78
2|12|17|28|31
17|19|30|43|45
32|41|71|73|80
24|53|61|62|72
4|7|42|50|69
22|53|62|68|70
1|26|33|57|58
23|26|36|43|65
5|13|25|30|66
11|21|26|29|64
36|41|51|66|77
4|10|23|61|64
4|27|46|64|78
4|15|16|33|44
1|51|58|68|73
1|17|27|39|55
1|52|60|65|77
9|32|54|55|75
25|28|35|54|69
1|2|7|23|61
1|10|36|46|80
4|8|41|76|79
7|9|46|53|76
16|23|27|43|50
15|24|61|65|66
17|19|39|55|79
4|23|25|37|72
11|18|52|61|68
2|7|16|53|78
1|3|13|27|56
14|49|50|65|78
19|51|56|60|70
10|25|64|72|78
9|24|65|74|77
9|37|42|50|52
3|28|49|70|73
7|38|57|66|73
15|40|42|43|52
12|16|21|56|78
15|36|51|52|63
3|9|15|50|72
29|43|52|59|77
2|17|64|73|74
7|8|56|72|77
12|13|18|59|66
7|35|58|74|76
9|21|43|48|71
11|14|31|34|44
8|39|45|56|57
15|18|43|65|77
10|24|52|71|77
11|13|27|29|70
8|17|33|36|75
26|39|40|48|53
7|8|23|45|73
1|11|46|63|76
4|5|45|48|75
40|66|70|72|78
18|22|37|43|66
24|36|44|56|73
2|12|35|44|80
5|11|12|40|79
1|32|52|59|77
11|50|54|55|59
53|56|60|64|68
10|30|38|55|69
6|8|22|25|47
23|24|30|55|64
4|24|38|67|79
3|15|25|35|47
48|56|64|66|76
16|23|24|27|28
25|32|40|61|79
7|29|42|56|78
33|45|49|54|69
3|21|24|72|74
42|58|62|73|76
7|14|25|35|57
6|14|34|51|58
18|28|38|55|75
9|10|24|59|66
33|38|73|76|79
26|27|29|62|73
7|17|35|45|63
26|36|37|42|73
10|32|34|56|63
5|12|34|40|53
20|34|49|53|78
5|11|28|30|63
3|24|50|66|78
53|59|67|72|75
12|16|46|49|77
3|20|63|68|77
14|22|48|58|59
6|11|18|31|59
2|22|38|61|78
15|29|36|40|59
5|7|9|15|70
14|37|53|68|72
24|33|52|60|72
7|48|62|70|77
16|21|55|63|78
23|37|41|44|80
29|42|62|65|68
28|31|49|53|78
5|11|17|27|60
12|18|29|50|65
20|34|51|54|76
28|39|43|57|63
23|42|55|64|75
38|50|54|57|64
24|38|60|77|78
24|32|44|63|71
10|25|31|41|76
11|28|58|74|76
1|36|48|78|79
3|37|42|56|57
35|39|40|79|80
10|17|20|37|61
10|36|40|51|72
18|34|38|42|59
15|44|61|74|76
1|22|30|47|57
10|15|23|36|49
26|46|47|48|73
15|41|51|73|77
15|27|55|60|80
5|7|39|45|77
20|52|53|55|66
14|17|45|54|72
6|8|42|67|78
6|46|68|71|76
4|38|56|79|80
4|9|18|32|58
1|16|30|45|50
43|68|69|74|76
19|40|53|74|79
5|7|44|59|65
6|36|43|63|67
9|15|22|38|68
22|23|24|44|67
45|60|64|66|71
3|22|30|48|50
1|27|30|38|62
7|29|41|54|79
4|8|28|64|76
3|19|45|49|80
14|19|27|51|77
27|30|37|58|80
30|35|38|63|75
2|19|22|31|78
5|25|47|49|58
2|25|43|60|67
8|23|29|38|57
16|20|28|62|72
8|10|29|32|70
11|22|29|46|72
13|29|39|55|69
10|27|35|54|73
10|12|62|68|71
30|36|37|50|75
1|4|5|11|29
45|47|58|62|72
8|17|34|49|67
22|60|64|70|74
12|27|48|69|72
4|16|18|22|73
9|34|51|55|79
5|13|20|44|62
8|11|45|46|80
6|18|29|30|75
46|49|61|68|76
1|15|44|45|54
4|15|19|40|75
4|42|56|66|76
9|44|46|71|78
12|13|33|35|54
14|33|49|64|77
18|33|41|42|77
7|21|24|34|44
17|38|55|62|78
8|10|48|53|56
50|53|56|59|66
8|11|25|62|79
25|26|33|44|75
6|25|52|61|75
14|29|33|51|58
4|7|20|31|52
36|42|47|49|53
34|35|43|46|49
10|26|52|58|68
2|15|26|48|57
13|24|27|50|61
7|22|55|62|65
10|14|21|25|56
2|15|45|54|80
3|4|35|37|46
1|7|14|20|57
17|19|39|43|54
2|18|22|27|68
15|17|32|45|71
7|26|31|59|76
26|35|43|53|71
9|15|23|31|54
4|13|27|42|62
8|10|41|49|73
